24/06/2026,,,,,,,,,,,,,,,,
PROVEEDOR,IVA PROVEEDOR,FECHA RECEPCIÓN MERCADERÍA,COMPROBANTE,NÚMERO COMPROBANTE,TOTAL COMPROBANTE $,IVA $,TOTAL NETO IVA $,Ds Pago convenidos,VENCIMIENTO,FECHA PAGO,MONTO PAGO,PENDIENTE PAGO,ESTADO,FORMA PAGO,COMENTARIOS,Linea P&L
Cook express,"10,5%",17/04/2026,Factura A,83852,"$127.398,00","$13.376,79","$114.021,21",  60 ,16/06/2026,12/05/2026,"$127.398,00","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Descartables y Limpieza,,17/04/2026,Ticket CF,7525,"$4.000,00","$0,00","$4.000,00",  -   ,17/04/2026,17/04/2026,"$4.000,00","$0,00",PAGADO,Efectivo Local,REJILLAS,"Limpieza, Descartables y Bazar"
Gastos Varios - Art. de Librería e imprenta,,17/04/2026,Factura C,9137,"$10.600,00","$0,00","$10.600,00",  -   ,17/04/2026,17/04/2026,"$10.600,00","$0,00",PAGADO,Efectivo Local,,Artículos de librería / Impresiones
Panificación Ceres,,18/04/2026,Remito,1804202615,"$10.500,00","$0,00","$10.500,00",  -   ,18/04/2026,18/04/2026,"$10.500,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Stock Mercadería Local,,18/04/2026,Ticket CF,74085,"$7.200,00","$0,00","$7.200,00",  -   ,18/04/2026,18/04/2026,"$7.200,00","$0,00",PAGADO,Efectivo Local,Tomates redondos y cherrys,CMV
Hielo Rosario,,18/04/2026,Remito,16812,"$40.000,00","$0,00","$40.000,00",  -   ,18/04/2026,18/04/2026,"$40.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Stock Mercadería Local,,18/04/2026,Ticket CF,157,"$7.400,00","$0,00","$7.400,00",  -   ,18/04/2026,18/04/2026,"$7.400,00","$0,00",PAGADO,Efectivo Local,Pomelo,CMV
Cotar,"21,0%",18/04/2026,Remito,14000,"$13.200,00","$0,00","$13.200,00",  -   ,18/04/2026,18/04/2026,"$13.200,00","$0,00",PAGADO,Efectivo Local,LECHES,CMV
Cook express,"10,5%",19/04/2026,Factura A,83919,"$101.393,00","$10.646,27","$90.746,74",  60 ,18/06/2026,12/05/2026,"$101.393,00","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Mantenimiento Local,,20/04/2026,Sin comprobante,,"$36.000,00","$0,00","$36.000,00",  -   ,20/04/2026,20/04/2026,"$36.000,00","$0,00",PAGADO,Efectivo Local,ARREGLO REJILLAS,Mantenimiento
Gastos Varios - Stock Mercadería Local,,20/04/2026,Ticket CF,208833,"$16.500,00","$0,00","$16.500,00",  -   ,20/04/2026,20/04/2026,"$16.500,00","$0,00",PAGADO,Efectivo Local,CREMA DE LECHE,CMV
Fumigación,,20/04/2026,Sin comprobante,,"$50.000,00","$0,00","$50.000,00",  -   ,20/04/2026,20/04/2026,"$50.000,00","$0,00",PAGADO,Efectivo Local,FUMI-VAL,Mantenimiento
Rosario Gas,"21,0%",13/04/2026,Factura A,,"$135.000,00","$28.350,00","$106.650,00",  -   ,13/04/2026,13/04/2026,"$135.000,00","$0,00",PAGADO,Transferencia,,"Servicios, Seguros & Tasas"
La Distribuidora,"18,9%",21/04/2026,Remito,10748,"$219.165,55","$0,00","$219.165,55",  15 ,6/05/2026,6/05/2026,"$219.165,55","$0,00",PAGADO,Posnet Proveedor,,CMV
Carnicerías Integradas,"12,6%",21/04/2026,Factura A,68021,"$116.500,00","$14.679,00","$101.821,00",  10 ,1/05/2026,8/05/2026,"$116.500,00","$0,00",PAGADO,Transferencia,,CMV
CCU,"21,0%",21/04/2026,Factura A,1112202,"$1.082.198,62","$227.261,71","$854.936,91",  -   ,21/04/2026,21/04/2026,"$1.082.198,62","$0,00",PAGADO,Mercado Pago,QR,CMV
Safyta,,21/04/2026,Remito,8123,"$20.800,00","$0,00","$20.800,00",  -   ,21/04/2026,21/04/2026,"$20.800,00","$0,00",PAGADO,Efectivo Local,,CMV
Nueve Seis Nueve,,21/04/2026,Remito,77077,"$23.000,00","$0,00","$23.000,00",  -   ,21/04/2026,21/04/2026,"$23.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Vines & Co.,"21,0%",21/04/2026,Factura A,25806,"$655.150,53","$137.581,61","$517.568,92",  21 ,12/05/2026,11/05/2026,"$655.150,53","$0,00",PAGADO,Posnet Proveedor,"559110,88 el 11/05",CMV
Cook express,"10,5%",21/04/2026,Factura A,84067,"$62.380,00","$6.549,90","$55.830,10",  60 ,20/06/2026,12/05/2026,"$62.380,00","$0,00",PAGADO,Transferencia,,CMV
Distribuidora ALCORTA,"21,0%",22/04/2026,Factura A,24465,"$286.406,39","$60.145,34","$226.261,05",  14 ,6/05/2026,24/04/2026,"$286.406,39","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Stock Mercadería Local,,23/04/2026,Remito,674368,"$67.000,00","$0,00","$67.000,00",  -   ,23/04/2026,23/04/2026,"$67.000,00","$0,00",PAGADO,Efectivo Local,VERDULERÍA AGUSTÍN,CMV
Cotar,"21,0%",23/04/2026,Sin comprobante,,"$13.200,00","$0,00","$13.200,00",  -   ,23/04/2026,23/04/2026,"$13.200,00","$0,00",PAGADO,Efectivo Local,PACK LECHE MAMÁ MECHA,CMV
Congelados Ros,"21,0%",22/04/2026,Factura A,3701,"$45.000,00","$9.450,00","$35.550,00",  7 ,29/04/2026,29/04/2026,"$45.000,00","$0,00",PAGADO,Transferencia,,CMV
Congelados Ros,"21,0%",24/04/2026,Factura A,3725,"$45.000,00","$9.450,00","$35.550,00",  7 ,1/05/2026,13/05/2026,"$45.000,00","$0,00",PAGADO,Transferencia,,CMV
Embotelladora del Atlantico (Coca Cola),"21,0%",24/04/2026,Factura A,9413,"$157.816,85","$33.141,54","$124.675,31",  -   ,24/04/2026,24/04/2026,"$157.816,85","$0,00",PAGADO,Billetera Proveedor,,CMV
Carnicerías Integradas,"12,6%",24/04/2026,Factura A,68174,"$66.400,00","$8.366,40","$58.033,60",  10 ,4/05/2026,8/05/2026,"$66.400,00","$0,00",PAGADO,Transferencia,,CMV
La Distribuidora,"18,9%",24/04/2026,Remito,10807,"$162.491,89","$0,00","$162.491,89",  15 ,9/05/2026,11/05/2026,"$162.491,89","$0,00",PAGADO,Posnet Proveedor,"123322,98  el 11/05",CMV
Over Clean,,24/04/2026,Remito,48835,"$187.737,17","$0,00","$187.737,17",  7 ,1/05/2026,7/05/2026,"$187.737,17","$0,00",PAGADO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
CCU,"21,0%",24/04/2026,Factura A,1114545,"$329.423,29","$69.178,89","$260.244,40",  -   ,24/04/2026,24/04/2026,"$329.423,29","$0,00",PAGADO,Mercado Pago,qr,CMV
Nueve Seis Nueve,,24/04/2026,Remito,77314,"$45.999,97","$0,00","$45.999,97",  -   ,24/04/2026,24/04/2026,"$45.999,97","$0,00",PAGADO,Efectivo Local,,CMV
Hielo Rosario,,24/04/2026,Remito,30314,"$80.000,00","$0,00","$80.000,00",  -   ,24/04/2026,24/04/2026,"$80.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Paico,,24/04/2026,Remito,861338,"$94.500,00","$0,00","$94.500,00",  7 ,1/05/2026,27/04/2026,"$94.500,00","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Stock Mercadería Local,,24/04/2026,Sin comprobante,,"$4.000,00","$0,00","$4.000,00",  -   ,24/04/2026,24/04/2026,"$4.000,00","$0,00",PAGADO,Efectivo Local,MORTADELA,CMV
Gastos Varios - Descartables y Limpieza,,24/04/2026,Remito,548854,"$3.000,00","$0,00","$3.000,00",  -   ,24/04/2026,24/04/2026,"$3.000,00","$0,00",PAGADO,Efectivo Local,ESPONJAS DE ACERO,"Limpieza, Descartables y Bazar"
Gastos Varios - Stock Mercadería Local,,24/04/2026,Ticket CF,74219,"$4.000,00","$0,00","$4.000,00",  -   ,24/04/2026,24/04/2026,"$4.000,00","$0,00",PAGADO,Efectivo Local,RUCULA,CMV
La Banana Loca,,25/04/2026,Remito,674385,"$38.000,00","$0,00","$38.000,00",  -   ,25/04/2026,25/04/2026,"$38.000,00","$0,00",PAGADO,Efectivo Local,2 bolsas papa/4cibullete,CMV
Cook express,"10,5%",25/04/2026,Factura A,84272,"$34.538,00","$3.626,49","$30.911,51",  60 ,24/06/2026,12/05/2026,"$34.538,00","$0,00",PAGADO,Transferencia,,CMV
Hielo Rosario,,25/04/2026,Remito,30315,"$56.000,00","$0,00","$56.000,00",  -   ,25/04/2026,25/04/2026,"$56.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Cotar,"21,0%",25/04/2026,Remito,19133,"$13.200,00","$0,00","$13.200,00",  -   ,25/04/2026,25/04/2026,"$13.200,00","$0,00",PAGADO,Efectivo Local,,CMV
Cook express,"10,5%",27/04/2026,Factura A,84365,"$64.503,00","$6.772,82","$57.730,19",  60 ,26/06/2026,12/05/2026,"$64.503,00","$0,00",PAGADO,Transferencia,,CMV
Distri Q,"21,0%",28/04/2026,Remito,14076,"$173.239,80","$0,00","$173.239,80",  7 ,5/05/2026,13/05/2026,"$173.239,80","$0,00",PAGADO,Transferencia,,CMV
CCU,"21,0%",28/04/2026,Factura A,1116146,"$24.781,44","$5.204,10","$19.577,34",  -   ,28/04/2026,28/04/2026,"$24.781,44","$0,00",PAGADO,Mercado Pago,qr,CMV
CCU,"21,0%",28/04/2026,Factura A,1116145,"$998.443,28","$209.673,09","$788.770,19",  -   ,28/04/2026,28/04/2026,"$998.443,28","$0,00",PAGADO,Mercado Pago,qr,CMV
Nueve Seis Nueve,,28/04/2026,Remito,77515,"$45.999,97","$0,00","$45.999,97",  -   ,28/04/2026,28/04/2026,"$45.999,97","$0,00",PAGADO,Efectivo Local,,CMV
La Distribuidora,"18,9%",28/04/2026,Factura A,8016,"$211.098,69","$39.897,65","$171.201,04",  15 ,13/05/2026,11/05/2026,"$211.098,69","$0,00",PAGADO,Posnet Proveedor,,CMV
Carnicerías Integradas,"12,6%",28/04/2026,Factura A,68302,"$175.360,00","$22.095,36","$153.264,64",  10 ,8/05/2026,11/05/2026,"$175.360,00","$0,00",PAGADO,Transferencia,"11/05 82561,01",CMV
CEPRO,"18,9%",28/04/2026,Factura A,238759,"$92.798,99","$17.539,01","$75.259,98",  15 ,13/05/2026,13/05/2026,"$92.798,99","$0,00",PAGADO,Transferencia,,CMV
Vines & Co.,"21,0%",28/04/2026,Factura A,25934,"$545.430,20","$114.540,34","$430.889,86",  21 ,19/05/2026,18/05/2026,"$545.430,20","$0,00",PAGADO,Posnet Proveedor,"493312,43 el 18/05",CMV
Cook express,"10,5%",28/04/2026,Factura A,84430,"$14.884,80","$1.562,90","$13.321,90",  60 ,27/06/2026,12/05/2026,"$14.884,80","$0,00",PAGADO,Transferencia,,CMV
Cook express,"10,5%",29/04/2026,Factura A,84497,"$9.360,00","$982,80","$8.377,20",  60 ,28/06/2026,12/05/2026,"$9.360,00","$0,00",PAGADO,Transferencia,,CMV
Cook express,"10,5%",29/04/2026,Factura A,84495,"$14.755,00","$1.549,28","$13.205,73",  60 ,28/06/2026,27/05/2026,"$14.755,00","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Stock Mercadería Local,,29/04/2026,Remito,674398,"$59.000,00","$0,00","$59.000,00",  -   ,29/04/2026,29/04/2026,"$59.000,00","$0,00",PAGADO,Efectivo Local,PAPA + CEBOLLA,CMV
Gastos Varios - Art. de Librería e imprenta,,29/04/2026,Remito,786484,"$9.800,00","$0,00","$9.800,00",  -   ,29/04/2026,29/04/2026,"$9.800,00","$0,00",PAGADO,Efectivo Local,IMPRESIÓN + ART. LIBRERÍA,Artículos de librería / Impresiones
Noblex,"21,0%",29/04/2026,Remito,,"$221.356,80","$0,00","$221.356,80",  30 ,29/05/2026,30/05/2026,"$221.356,80","$0,00",PAGADO,Efectivo ADM,CAMPANAS + ESTERILLAS,"Limpieza, Descartables y Bazar"
Panificación Ceres,,29/04/2026,Remito,2904202621,"$33.500,00","$0,00","$33.500,00",  -   ,29/04/2026,29/04/2026,"$33.500,00","$0,00",PAGADO,Efectivo Local,PAN FLOR - PAN BLANCO - PAN INTEGRAL,CMV
Cotar,"21,0%",29/04/2026,Remito,14903,"$16.500,00","$0,00","$16.500,00",  -   ,29/04/2026,29/04/2026,"$16.500,00","$0,00",PAGADO,Efectivo Local,1 CAJA LECHE MAMA MECHA,CMV
Carnicerías Integradas,"12,6%",30/04/2026,Factura A,68416,"$182.000,00","$22.932,00","$159.068,00",  10 ,10/05/2026,21/05/2026,"$182.000,00","$0,00",PAGADO,Transferencia,,CMV
Over Clean,,30/04/2026,Remito,48948,"$161.456,97","$0,00","$161.456,97",  7 ,7/05/2026,7/05/2026,"$161.456,97","$0,00",PAGADO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
Over Clean,,30/04/2026,Nota de Credito,1001,"$6.595,26","$0,00","$6.595,26",  7 ,7/05/2026,7/05/2026,"$6.595,26","$0,00",PAGADO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
Gastos Varios - Stock Mercadería Local,,30/04/2026,Remito,77952392,"$1.425,00","$0,00","$1.425,00",  -   ,30/04/2026,30/04/2026,"$1.425,00","$0,00",PAGADO,Efectivo Local,POLENTA,CMV
Hielo Rosario,,30/04/2026,Remito,30171,"$80.000,00","$0,00","$80.000,00",  -   ,30/04/2026,30/04/2026,"$80.000,00","$0,00",PAGADO,Efectivo Local,,CMV
La Banana Loca,,1/05/2026,Remito,674704,"$39.800,00","$0,00","$39.800,00",  -   ,1/05/2026,1/05/2026,"$39.800,00","$0,00",PAGADO,Efectivo Local,,CMV
CCU,"21,0%",2/05/2026,Factura A,1118474,"$558.392,69","$117.262,46","$441.130,23",  -   ,2/05/2026,2/05/2026,"$558.392,69","$0,00",PAGADO,Mercado Pago,qr,CMV
Embotelladora del Atlantico (Coca Cola),"21,0%",2/05/2026,Factura A,15623,"$180.364,02","$37.876,44","$142.487,58",  -   ,2/05/2026,2/05/2026,"$180.364,02","$0,00",PAGADO,Billetera Proveedor,se pago con billetera virtual,CMV
Congelados Ros,"21,0%",2/05/2026,Factura A,3810,"$45.000,00","$9.450,00","$35.550,00",  7 ,9/05/2026,13/05/2026,"$45.000,00","$0,00",PAGADO,Transferencia,,CMV
Paico,,2/05/2026,Remito,860555,"$133.250,00","$0,00","$133.250,00",  7 ,9/05/2026,9/05/2026,"$133.250,00","$0,00",PAGADO,Transferencia,,CMV
Nicola Cucina,,2/05/2026,Remito,7950889,"$250.000,00","$0,00","$250.000,00",  -   ,2/05/2026,2/05/2026,"$250.000,00","$0,00",PAGADO,Transferencia,,CMV
La Banana Loca,,2/05/2026,Remito,674705,"$119.000,00","$0,00","$119.000,00",  -   ,2/05/2026,2/05/2026,"$119.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Maururu,,2/05/2026,Remito,61256,"$32.550,00","$0,00","$32.550,00",  -   ,2/05/2026,2/05/2026,"$32.550,00","$0,00",PAGADO,Efectivo Local,,CMV
Cotar,"21,0%",2/05/2026,Remito,14908,"$15.600,00","$0,00","$15.600,00",  -   ,2/05/2026,2/05/2026,"$15.600,00","$0,00",PAGADO,Efectivo Local,,CMV
Hielo Rosario,,2/05/2026,Remito,30325,"$32.000,00","$0,00","$32.000,00",  -   ,2/05/2026,2/05/2026,"$32.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Stock Mercadería Local,,3/05/2026,Remito,920,"$3.800,00","$0,00","$3.800,00",  -   ,3/05/2026,3/05/2026,"$3.800,00","$0,00",PAGADO,Efectivo Local,SALSA DE SOJA,CMV
Cook express,"10,5%",4/05/2026,Factura A,84727,"$55.423,00","$5.819,42","$49.603,59",  60 ,3/07/2026,27/05/2026,"$55.423,00","$0,00",PAGADO,Transferencia,,CMV
Safyta,,5/05/2026,Remito,202,"$20.800,00","$0,00","$20.800,00",  -   ,5/05/2026,5/05/2026,"$20.800,00","$0,00",PAGADO,Efectivo Local,,CMV
CCU,"21,0%",5/05/2026,Factura A,1119395,"$645.481,95","$135.551,21","$509.930,74",  -   ,5/05/2026,5/05/2026,"$645.481,95","$0,00",PAGADO,Mercado Pago,qr,CMV
CCU,"21,0%",5/05/2026,Factura A,1119394,"$20.434,78","$4.291,30","$16.143,48",  -   ,5/05/2026,5/05/2026,"$20.434,78","$0,00",PAGADO,Mercado Pago,qr,CMV
CEPRO,"18,9%",5/05/2026,Factura A,239772,"$147.014,89","$27.785,81","$119.229,08",  15 ,20/05/2026,21/05/2026,"$147.014,89","$0,00",PAGADO,Transferencia,,CMV
Vines & Co.,"21,0%",5/05/2026,Factura A,26054,"$802.421,26","$168.508,46","$633.912,80",  21 ,26/05/2026,26/5,"$802.421,26","$0,00",PAGADO,Posnet Proveedor,"31101,41 es de moreno q le paga a via, 686730,19 saco el 26/05",CMV
La Distribuidora,"18,9%",5/05/2026,Remito,10965,"$203.630,11","$0,00","$203.630,11",  15 ,20/05/2026,26/05/2026,"$203.630,11","$0,00",PAGADO,Posnet Proveedor,"133551,78 el 26/05",CMV
Distribuidora ALCORTA,"21,0%",5/05/2026,Factura A,24635,"$173.766,97","$36.491,06","$137.275,91",  14 ,19/05/2026,5/05/2026,"$173.766,97","$0,00",PAGADO,Efectivo Local,,CMV
CEPRO,"18,9%",5/05/2026,Factura A,239772,,"$0,00",,  15 ,20/05/2026,,,"$0,00",,,,CMV
Nueve Seis Nueve,,5/05/2026,Remito,77942,"$45.999,97","$0,00","$45.999,97",  -   ,5/05/2026,5/05/25026,"$45.999,97","$0,00",PAGADO,Efectivo Local,,CMV
Congelados Ros,"21,0%",6/05/2026,Factura A,3850,,"$0,00",,  7 ,13/05/2026,,,"$0,00",,,,CMV
Cotar,"21,0%",7/05/2026,Remito,14921,"$15.600,00","$0,00","$15.600,00",  -   ,7/05/2026,7/05/2026,"$15.600,00","$0,00",PAGADO,Efectivo Local,caja leche Mamá Mecha,CMV
Cabrales,"21,0%",7/05/2026,Factura A,112425,"$376.352,20","$79.033,96","$297.318,24",  30 ,6/06/2026,19/06/2026,"$376.352,20","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Descartables y Limpieza,,8/05/2026,Ticket CF,8035,"$2.000,00","$0,00","$2.000,00",  -   ,8/05/2026,8/05/2026,"$2.000,00","$0,00",PAGADO,Efectivo Local,CEPILLO,"Limpieza, Descartables y Bazar"
Gastos Varios - Stock Mercadería Local,,8/05/2026,Ticket CF,195497,"$3.000,00","$0,00","$3.000,00",  -   ,8/05/2026,8/05/2026,"$3.000,00","$0,00",PAGADO,Efectivo Local,MORTADELA,CMV
Hielo Rosario,,8/05/2026,Remito,31079,"$56.000,00","$0,00","$56.000,00",  -   ,8/05/2026,8/05/2026,"$56.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Paico,,8/05/2026,Remito,860571,"$139.550,00","$0,00","$139.550,00",  7 ,15/05/2026,11/05/2026,"$139.550,00","$0,00",PAGADO,Transferencia,,CMV
Agustín Ariel Pujol,"10,5%",8/05/2026,Remito,186295,"$27.000,00","$0,00","$27.000,00",  30 ,7/06/2026,,,"$27.000,00",VENCIDO,,,CMV
Gin La Salvaje,,8/05/2026,Remito,759134,"$93.000,00","$0,00","$93.000,00",  -   ,8/05/2026,8/05/2026,"$93.000,00","$0,00",PAGADO,Efectivo Local,,CMV
CCU,"21,0%",8/05/2026,Factura A,1121976,"$12.390,73","$2.602,05","$9.788,68",  -   ,8/05/2026,8/05/2026,"$12.390,73","$0,00",PAGADO,Mercado Pago,,CMV
CCU,"21,0%",8/05/2026,Factura A,1121977,"$82.997,33","$17.429,44","$65.567,89",  -   ,8/05/2026,8/05/2026,"$82.997,33","$0,00",PAGADO,Mercado Pago,,CMV
Nueve Seis Nueve,,8/05/2026,Remito,78158,"$34.499,99","$0,00","$34.499,99",  -   ,8/05/2026,8/05/2026,"$34.499,99","$0,00",PAGADO,Efectivo Local,,CMV
Carnicerías Integradas,"12,6%",8/05/2026,Factura A,68668,"$118.400,00","$14.918,40","$103.481,60",  10 ,18/05/2026,21/05/2026,"$118.400,00","$0,00",PAGADO,Transferencia,,CMV
Carnicerías Integradas,"12,6%",8/05/2026,Factura A,68670,"$118.400,00","$14.918,40","$103.481,60",  10 ,18/05/2026,21/05/2026,"$118.400,00","$0,00",PAGADO,Transferencia,,CMV
Embotelladora del Atlantico (Coca Cola),"21,0%",8/05/2026,Factura A,19894,"$367.239,99","$77.120,40","$290.119,59",  -   ,8/05/2026,8/05/2026,"$367.239,99","$0,00",PAGADO,Efectivo Local,,CMV
Cook express,"10,5%",8/05/2026,Factura A,84970,"$61.920,00","$6.501,60","$55.418,40",  60 ,7/07/2026,27/05/2026,"$61.920,00","$0,00",PAGADO,Transferencia,,CMV
Over Clean,,8/05/2026,Remito,49104,"$159.630,54","$0,00","$159.630,54",  7 ,15/05/2026,15/05/2026,"$159.630,54","$0,00",PAGADO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
Congelados Ros,"21,0%",8/05/2026,Factura A,3878,"$45.000,00","$9.450,00","$35.550,00",  7 ,15/05/2026,27/05/2026,"$45.000,00","$0,00",PAGADO,Transferencia,,CMV
Cook express,"10,5%",9/05/2026,Factura A,85003,"$24.677,00","$2.591,09","$22.085,92",  60 ,8/07/2026,27/05/2026,"$24.677,00","$0,00",PAGADO,Transferencia,,CMV
La Distribuidora,"18,9%",9/05/2026,Factura A,8056,"$330.822,04","$62.525,37","$268.296,67",  15 ,24/05/2026,26/05/2026,"$330.822,04","$0,00",PAGADO,Posnet Proveedor,,CMV
Hielo Rosario,,9/05/2026,Remito,31088,"$32.000,00","$0,00","$32.000,00",  -   ,9/05/2026,9/05/2026,"$32.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Cook express,"10,5%",10/05/2026,Factura A,85029,"$64.877,00","$6.812,09","$58.064,92",  60 ,9/07/2026,27/05/2026,"$64.877,00","$0,00",PAGADO,Transferencia,,CMV
Cotar,"21,0%",10/05/2026,Remito,14929,"$15.600,00","$0,00","$15.600,00",  -   ,10/05/2026,10/06/2025,"$15.600,00","$0,00",PAGADO,Efectivo Local,,CMV
Nicola Cucina,,30/04/2026,Factura C,236,"$250.000,00","$0,00","$250.000,00",  -   ,30/04/2026,11/05/2026,"$250.000,00","$0,00",PAGADO,Transferencia,,CMV
Nicola Cucina,,7/05/2026,Factura C,237,"$385.000,00","$0,00","$385.000,00",  -   ,7/05/2026,13/05/2026,"$385.000,00","$0,00",PAGADO,Transferencia,,CMV
CCU,"21,0%",12/05/2026,Factura A,1123146,"$1.073.406,57","$225.415,38","$847.991,19",  -   ,12/05/2026,12/05/2026,"$1.073.406,57","$0,00",PAGADO,Mercado Pago,QR,CMV
CCU,"21,0%",12/05/2026,Factura A,1123145,"$37.934,21","$7.966,18","$29.968,03",  -   ,12/05/2026,12/05/2026,"$37.934,21","$0,00",PAGADO,Mercado Pago,QR,CMV
Nueve Seis Nueve,,12/05/2026,Remito,78390,"$11.499,98","$0,00","$11.499,98",  -   ,12/05/2026,12/05/2026,"$11.499,98","$0,00",PAGADO,Efectivo Local,,CMV
La Distribuidora,"18,9%",12/05/2026,Factura A,8063,"$349.849,34","$66.121,53","$283.727,81",  15 ,27/05/2026,4/06/2026,"$349.849,34","$0,00",PAGADO,Posnet Proveedor,"201623,16 el 04/06",CMV
Carnicerías Integradas,"12,6%",12/05/2026,Factura A,68749,"$110.700,00","$13.948,20","$96.751,80",  10 ,22/05/2026,27/05/2026,"$110.700,00","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Art. de Librería e imprenta,,12/05/2026,Factura C,9189,"$9.300,00","$0,00","$9.300,00",  -   ,12/05/2026,12/05/2026,"$9.300,00","$0,00",PAGADO,Efectivo Local,,Artículos de librería / Impresiones
Vines & Co.,"21,0%",12/05/2026,Factura A,26179,"$558.683,72","$117.323,58","$441.360,14",  21 ,2/06/2026,1/06/2026,"$558.683,72","$0,00",PAGADO,Posnet Proveedor,"540846,5 el 04/06",CMV
Gastos Varios - Stock Mercadería Local,,12/05/2026,Factura B,95560,"$627,00","$0,00","$627,00",  -   ,12/05/2026,12/05/2026,"$627,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Stock Mercadería Local,,12/05/2026,Sin comprobante,,"$3.500,00","$0,00","$3.500,00",  -   ,12/05/2026,12/05/2026,"$3.500,00","$0,00",PAGADO,Efectivo Local,esmalte para marcar vasos,CMV
Cook express,"10,5%",13/05/2026,Factura A,85208,"$68.394,10","$7.181,38","$61.212,72",  60 ,12/07/2026,27/05/2026,"$68.394,10","$0,00",PAGADO,Transferencia,,CMV
Cotar,"21,0%",13/05/2026,Remito,14937,"$15.600,00","$0,00","$15.600,00",  -   ,13/05/2026,13/05/2026,"$15.600,00","$0,00",PAGADO,Efectivo Local,caja leche,CMV
Tato Growler (Pintas),"21,0%",14/05/2026,Sin comprobante,,"$102.960,00","$0,00","$102.960,00",  -   ,14/05/2026,14/05/2026,"$102.960,00","$0,00",PAGADO,Transferencia,,"Limpieza, Descartables y Bazar"
Hielo Rosario,,14/05/2026,Remito,31672,"$64.000,00","$0,00","$64.000,00",  -   ,14/05/2026,14/05/2026,"$64.000,00","$0,00",PAGADO,Efectivo Local,8 bolsas,CMV
Panificación Ceres,,14/05/2026,Remito,1405202617,"$22.000,00","$0,00","$22.000,00",  -   ,14/05/2026,14/05/2026,"$22.000,00","$0,00",PAGADO,Efectivo Local,"pan flor, blanco, int",CMV
Paico,,15/05/2026,Remito,860589,"$90.950,00","$0,00","$90.950,00",  7 ,22/05/2026,22/05/2026,"$90.950,00","$0,00",PAGADO,Transferencia,,CMV
Gin La Salvaje,,15/05/2026,Remito,488959,"$93.000,00","$0,00","$93.000,00",  -   ,15/05/2026,15/05/2026,"$93.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Hielo Rosario,,15/05/2026,Remito,30785,"$40.000,00","$0,00","$40.000,00",  -   ,15/05/2026,15/05/2026,"$40.000,00","$0,00",PAGADO,Efectivo Local,,CMV
CCU,"21,0%",15/05/2026,Factura A,1125549,"$100.649,88","$21.136,47","$79.513,41",  -   ,15/05/2026,15/05/2026,"$100.649,88","$0,00",PAGADO,Mercado Pago,,CMV
CCU,"21,0%",15/05/2026,Factura A,1125550,"$1.531.117,31","$321.534,64","$1.209.582,67",  -   ,15/05/2026,15/05/2026,"$1.531.117,31","$0,00",PAGADO,Mercado Pago,,CMV
Nueve Seis Nueve,,15/05/2026,Remito,78636,"$68.999,98","$0,00","$68.999,98",  -   ,15/05/2026,15/05/2026,"$68.999,98","$0,00",PAGADO,Efectivo Local,,CMV
Cook express,"10,5%",15/05/2026,Factura A,85345,"$27.101,00","$2.845,61","$24.255,40",  60 ,14/07/2026,27/05/2026,"$27.101,00","$0,00",PAGADO,Transferencia,,CMV
Embotelladora del Atlantico (Coca Cola),"21,0%",15/05/2026,Factura A,24196,"$130.523,35","$27.409,90","$103.113,45",  -   ,15/05/2026,15/05/2026,"$130.523,35","$0,00",PAGADO,Efectivo Local,,CMV
Vines & Co.,"21,0%",15/05/2026,Factura A,26281,"$1.300.118,54","$273.024,89","$1.027.093,65",  21 ,5/06/2026,15/06/2026,"$1.300.118,54","$0,00",PAGADO,Posnet Proveedor,"62045 el 01/06 y 814042 el 08/06, 424031 el 15/06",CMV
La Distribuidora,"18,9%",15/05/2026,Factura A,8081,"$304.092,50","$57.473,48","$246.619,02",  15 ,30/05/2026,4/06/2026,"$304.092,50","$0,00",PAGADO,Posnet Proveedor,,CMV
